"","FIPS","Geography.x","TotalPop","PovertyRate","BlackPop","BlackPovertyRate","AsianPop","AsianPoverty","HispanicPop","HispanicPoverty","WhitePop","WhitePovertyRate","PercentBachelor.s","State..FIPS.","Place..FIPS.","Area.Name","SqMiles","tot.protests","tot.attend","deaths","deaths_unarmed","deaths_unarmed_black","deaths_armed_black","deaths_black","deaths_protestyear","deaths_protestyear_unarmed","X.x","NAACPyears","MayorPartisanship","blackmayor","FIPS_PLACE","dem","rep","dem_share","FIPS_ST","X.y","pop","hbcu","hbcu2","crime","deathduring","per_ba","Per_Black","pop.density","collegeenrollpc","mayorrep","unarmed_deaths_pc","deaths_pc","unarmed_deaths_black_pc","deaths_black_pc","anyprotests"
"809","1249675","North Port city, Florida",58241,12.2,4844,37.1,741,"8.5",4484,"11.6",46415,"9.8","16.43898547",12,49675,"North Port",99.573,0,0,1,0,0,0,0,1,0,NA,0,"D",0,49675,10499,10176,50.78114,12,NA,0,0,0,0,0,16.43898547,8.31716488384471,584.907555260964,0,0,0,0.171700348551708,0,0,0
"816","1250575","Oakland Park city, Florida",42526,19.1,10903,24.2,1188,"26.5",11834,"22.2",18174,"14.2","21.10223382",12,50575,"Oakland Park",7.453,0,0,0,0,0,0,0,1,0,NA,0,"D",0,50575,10446,4020,72.2107,12,339,15500,0,0,0,0,21.10223382,25.6384329586606,5705.89024553871,36.4482904576024,0,0,0,0,0,0
"819","1250750","Ocala city, Florida",53745,21.3,11677,37.4,1825,"3.5",6739,"38.4",32384,"12.9","23.4571041",12,50750,"Ocala",44.626,0,0,0,0,0,0,0,2,1,209,1,"R",0,50750,11341,12166,48.2452,12,340,7500,0,0,0,1,23.4571041,21.7266722485813,1204.34275982611,13.9547864917667,1,0,0,0,0,0
"823","1251075","Ocoee city, Florida",38047,11,8070,13.4,1744,"5.3",7406,"21.6",20041,"6.2","29.599042",12,51075,"Ocoee",14.463,0,0,0,0,0,0,0,0,0,NA,0,"I",0,51075,6235,6039,50.79844,12,NA,0,0,0,0,0,29.599042,21.2106079322943,2630.64371153979,0,0,0,0,0,0,0
"841","1253000","Orlando city, Florida",245928,19.8,69483,29.8,9038,"16",66017,"25",98276,"9.9","33.73408512",12,53000,"Orlando",101.773,5,294,10,0,0,4,4,7,2,NA,0,"D",0,53000,61026,30485,66.68706,12,NA,0,0,0,1,1,33.73408512,28.2533912364595,2416.43657944642,0,0,0,0.406623076672847,0,0.162649230669139,1
"843","1253150","Ormond Beach city, Florida",37964,13.4,1455,38.8,1547,"5.1",1449,"15",32565,"10.8","31.70689416",12,53150,"Ormond Beach",31.949,0,0,1,0,0,0,0,0,0,NA,0,"R",0,53150,10135,11075,47.78406,12,NA,0,0,0,0,0,31.70689416,3.83257823200927,1188.26880340543,0,1,0,0.263407438626067,0,0,0
"847","1253575","Oviedo city, Florida",35447,6.5,2981,18.5,1936,"3",6937,"9.7",23310,"4.1","42.71441606",12,53575,"Oviedo",15.283,0,0,0,0,0,0,0,0,0,NA,0,"R",0,53575,5534,6274,46.86653,12,NA,0,0,0,0,0,42.71441606,8.40973848280531,2319.37446836354,0,1,0,0,0,0,0
"854","1254000","Palm Bay city, Florida",103616,17.8,18075,26.7,1802,"15.8",16298,"19.6",65329,"14.8","17.01044661",12,54000,"Palm Bay",65.708,0,0,0,0,0,0,0,1,0,NA,0,"D",1,54000,23202,19734,54.03857,12,NA,0,0,0,0,0,17.01044661,17.4442171093267,1576.91605283984,0,0,0,0,0,0,0
"856","1254075","Palm Beach Gardens city, Florida",49868,6.2,2976,5.2,1758,"11.9",5081,"5",38851,"6","46.97851273",12,54075,"Palm Beach Gardens",55.129,0,0,0,0,0,0,0,1,0,NA,0,"R",0,54075,13922,13119,51.48478,12,NA,0,0,0,0,0,46.97851273,5.96775487286436,904.569282954525,0,1,0,0,0,0,0
"859","1254200","Palm Coast city, Florida",77395,17.3,9717,29.9,2074,"28.6",8454,"29.7",55751,"12.9","21.50743778",12,54200,"Palm Coast",67.134,0,0,0,0,0,0,0,0,0,NA,0,"R",0,54200,17682,15426,53.40703,12,NA,0,0,0,0,0,21.50743778,12.5550746172233,1152.84356659815,0,1,0,0,0,0,0
"863","1254350","Palm Harbor CDP, Florida",58369,8.7,925,18.3,946,"8.6",3696,"13.9",52253,"8","33.81263135",12,54350,"Palm Harbor",17.377,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,54350,14185,15747,47.39075,12,NA,0,0,0,0,0,33.81263135,1.58474532714283,3358.98026126489,0,0,0,0,0,0,0
"871","1254700","Panama City city, Florida",35187,20,6670,28.4,895,"19",2671,"34.9",23592,"16.1","21.48555367",12,54700,"Panama City",29.221,0,0,2,0,0,1,1,1,0,213,2,"D",0,54700,5746,9046,38.84532,12,NA,0,0,0,1,0,21.48555367,18.9558643817319,1204.16823517333,0,0,0,0.568391735584165,0,0.284195867792082,0
"883","1255775","Pembroke Pines city, Florida",158786,8.4,31864,8.5,8739,"8.7",69735,"9.1",47648,"7.7","32.59541985",12,55775,"Pembroke Pines",33.051,0,0,2,0,0,1,1,0,0,NA,0,"D",0,55775,43673,23853,64.67583,12,NA,0,0,0,0,0,32.59541985,20.0672603378132,4804.27218541043,0,0,0,0.125955688788684,0,0.0629778443943421,0
"885","1255925","Pensacola city, Florida",52114,15.8,13367,30.3,1598,"10.1",2362,"13.5",32812,"9.7","33.17015484",12,55925,"Pensacola",22.414,0,0,3,0,0,0,0,1,0,NA,0,"R",0,55925,15828,17691,47.22098,12,345,15000,0,0,0,0,33.17015484,25.6495375522892,2325.06469171054,28.7830525386652,1,0,0.575661050773305,0,0,0
"892","1256825","Pine Hills CDP, Florida",63965,27.1,47106,29.2,2035,"36.7",7217,"19.9",7268,"18.4","11.87595712",12,56825,"Pine Hills",7.715,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,56825,18353,3232,85.02664,12,NA,0,0,0,0,0,11.87595712,73.6433987336825,8290.99157485418,0,0,0,0,0,0,0
"898","1256975","Pinellas Park city, Florida",49273,13.8,2006,23.4,3567,"6.6",5921,"23.8",36739,"12.5","17.37680724",12,56975,"Pinellas Park",15.479,0,0,0,0,0,0,0,0,0,NA,0,"R",0,56975,9520,8341,53.30049,12,NA,0,0,0,0,0,17.37680724,4.07119517788647,3183.2159700239,0,1,0,0,0,0,0
"905","1257425","Plantation city, Florida",87986,10.2,18204,14.6,3713,"19.6",19414,"9.3",45869,"7.8","40.29995701",12,57425,"Plantation",21.691,0,0,0,0,0,0,0,1,1,NA,0,"D",0,57425,25791,14403,64.16629,12,347,500,0,0,0,1,40.29995701,20.6896551724138,4056.33672951916,0.568272225126725,0,0,0,0,0,0
"909","1257550","Plant City city, Florida",35676,17.8,5525,24.9,380,"4.5",10468,"31.3",18933,"8.5","18.15871601",12,57550,"Plant City",27.166,0,0,0,0,0,0,0,1,0,NA,0,"R",0,57550,5444,6203,46.74165,12,NA,0,0,0,0,0,18.15871601,15.4866016369548,1313.25922108518,0,1,0,0,0,0,0
"910","1257900","Poinciana CDP, Florida",56603,22.1,15029,28.5,1192,"12.8",28741,"23.9",11715,"11.5","19.9316693",12,57900,"Poinciana",34.863,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,57900,11559,4460,72.15806,12,NA,0,0,0,0,0,19.9316693,26.5515962051481,1623.58374207613,0,0,0,0,0,0,0
"914","1258050","Pompano Beach city, Florida",99707,22.8,29674,34.5,1567,"15.9",17988,"26.5",49324,"15.1","23.779571",12,58050,"Pompano Beach",24.001,0,0,1,0,0,0,0,2,1,217,1,"D",0,58050,23672,13317,63.9974,12,NA,0,0,0,0,1,23.779571,29.7612003169286,4154.28523811508,0,0,0,0.100293861012767,0,0,0
"918","1258350","Port Charlotte CDP, Florida",54789,15.7,5059,24.9,1276,"4.2",4468,"18.2",43009,"14.7","17.76859504",12,58350,"Port Charlotte",21.304,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,58350,11085,9834,52.9901,12,NA,0,0,0,0,0,17.76859504,9.23360528573254,2571.77055951934,0,0,0,0,0,0,0
"921","1258575","Port Orange city, Florida",56947,12,2274,22.3,1044,"13.4",2388,"14",50165,"11.5","25.22846792",12,58575,"Port Orange",26.66,0,0,1,0,0,0,0,1,0,NA,0,"R",0,58575,12934,12690,50.47612,12,NA,0,0,0,0,0,25.22846792,3.99318664723339,2136.04651162791,0,1,0,0.17560187542803,0,0,0
"926","1258715","Port St. Lucie city, Florida",168481,15.2,28476,19.4,3517,"24",32826,"27.2",99144,"9.9","19.01418255",12,58715,"Port St. Lucie",114.136,0,0,0,0,0,0,0,0,0,NA,0,"I",0,58715,37780,27158,58.17857,12,NA,0,0,0,0,0,19.01418255,16.9016090835168,1476.14249667064,0,0,0,0,0,0,0
"941","1260230","Richmond West CDP, Florida",34792,7.6,2350,7,670,"0",27198,"7.6",4576,"8.5","26.17753229",12,60230,"Richmond West",4.168,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,60230,4508,3761,54.51687,12,NA,0,0,0,0,0,26.17753229,6.75442630489768,8347.40882917466,0,0,0,0,0,0,0
"949","1260950","Riverview CDP, Florida",76309,10.2,12369,12.2,2833,"1.6",15927,"13.9",42828,"9.2","27.89449348",12,60950,"Riverview",9.023,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,60950,13396,12640,51.45184,12,NA,0,0,0,0,0,27.89449348,16.2090972231323,8457.16502271972,0,0,0,0,0,0,0
"950","1260975","Riviera Beach city, Florida",32958,25.2,21365,30.8,754,"4.2",2982,"25.7",7195,"8.4","21.94090888",12,60975,"Riviera Beach",8.497,0,0,0,0,0,0,0,0,0,NA,0,"D",1,60975,11216,2154,83.8893,12,NA,0,0,0,1,0,21.94090888,64.8249286971297,3878.7807461457,0,0,0,0,0,0,0
"958","1262100","Royal Palm Beach village, Florida",35275,9.5,7956,17.2,1087,"10",7650,"8",18098,"6.8","26.17090845",12,62100,"Royal Palm Beach",11.125,0,0,0,0,0,0,0,0,0,NA,0,"D",1,62100,9324,5086,64.70507,12,NA,0,0,0,0,0,26.17090845,22.5542168674699,3170.78651685393,0,0,0,0,0,0,0
"966","1262625","St. Cloud city, Florida",39309,15.9,3096,18.3,820,"0",11945,"18",22462,"11.9","17.66784452",12,62625,"St. Cloud",17.479,0,0,1,1,0,0,0,0,0,NA,0,"NP",0,62625,6433,6533,49.61438,12,NA,0,0,0,0,0,17.66784452,7.87605891780508,2248.92728416958,0,0,0.254394667887761,0.254394667887761,0,0,0
"973","1263000","St. Petersburg city, Florida",243375,17.2,58636,30.3,8110,"17.4",16774,"15.2",153090,"12","30.15731302",12,63000,"St. Petersburg",61.739,1,24,9,0,0,1,1,1,0,220,7,"D",0,63000,74777,39574,65.39252,12,NA,0,0,0,0,0,30.15731302,24.0928608115049,3941.99776478401,0,0,0,0.36979969183359,0,0.0410888546481767,1
"979","1263650","Sanford city, Florida",53988,21,15317,31.9,1395,"14.2",11240,"19.7",25162,"15.5","22.11825488",12,63650,"Sanford",22.766,1,0,2,0,0,0,0,0,0,NA,0,"R",0,63650,10122,5297,65.64628,12,NA,0,0,0,0,0,22.11825488,28.3711195080388,2371.43108143723,0,1,0,0.370452693191079,0,0,1
"981","1264175","Sarasota city, Florida",50273,21.5,7065,41.6,653,"26.2",9620,"37.1",32225,"12.1","31.37472871",12,64175,"Sarasota",14.662,0,0,1,0,0,0,0,1,1,222,2,"D",1,64175,15065,7821,65.82627,12,NA,0,0,0,0,1,31.37472871,14.0532691504386,3428.79552584913,0,0,0,0.198913929942514,0,0,0
"1017","1267575","South Miami Heights CDP, Florida",37296,18.8,7934,29.3,679,"7.1",25493,"16.9",3303,"13.7","14.32114569",12,67575,"South Miami Heights",4.872,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,67575,6604,2797,70.24785,12,NA,0,0,0,0,0,14.32114569,21.2730587730588,7655.1724137931,0,0,0,0,0,0,0
"1026","1268350","Spring Hill CDP, Florida",98453,15.8,4672,36.2,1374,"17.6",14686,"20.2",75483,"13.6","14.31292863",12,68350,"Spring Hill",52.493,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,68350,22929,20949,52.25626,12,NA,0,0,0,0,0,14.31292863,4.74541151615492,1875.54531080335,0,0,0,0,0,0,0
"1037","126896","Florence city, Alabama",37933,25.7,7457,38,451,"12.9",1016,"29.5",28105,"22.1","27.18052738",1,26896,"Florence",25.943,0,0,1,0,0,0,0,0,0,6,1,"R",0,26896,6153,8021,43.41047,1,13,7500,0,0,0,0,27.18052738,19.6583449766694,1462.16705855144,19.7717027390399,1,0,0.263622703187198,0,0,0
"1042","1269700","Sunrise city, Florida",87695,12.8,27775,18.1,3463,"9.3",24335,"12.1",31087,"8.7","26.00382722",12,69700,"Sunrise",18.161,0,0,0,0,0,0,0,1,0,NA,0,"I",0,69700,26893,8803,75.33897,12,NA,0,0,0,0,0,26.00382722,31.6722732196819,4828.75392324211,0,0,0,0,0,0,0
"1048","1270600","Tallahassee city, Florida",172761,31.1,61651,41.9,6860,"22.7",10490,"35.1",90844,"24.1","48.40660791",12,70600,"Tallahassee",99.99,3,50,2,0,0,2,2,4,1,225,4,"D",1,70600,62727,27949,69.17707,12,357,60000,1,1,1,1,48.40660791,35.6857161049079,1727.78277827783,34.7300606039558,0,0,0.115766868679853,0,0.115766868679853,1
"1049","1270675","Tamarac city, Florida",62050,11.4,15339,15.9,1100,"18.5",16843,"13.2",28299,"8.1","25.20451074",12,70675,"Tamarac",11.578,0,0,1,0,0,0,0,0,0,NA,0,"D",0,70675,20685,7629,73.05573,12,NA,0,0,0,0,0,25.20451074,24.7203867848509,5359.3021247193,0,0,0,0.16116035455278,0,0,0
"1050","1270700","Tamiami CDP, Florida",57006,15.5,988,8.2,287,"56.1",53436,"15",2780,"19.2","25.88905039",12,70700,"Tamiami",7.116,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,70700,6882,14645,31.96916,12,NA,0,0,0,0,0,25.88905039,1.73315089639687,8010.96121416526,0,0,0,0,0,0,0
"1052","1271000","Tampa city, Florida",338153,22,88793,37.5,12527,"10.1",79412,"28.4",153517,"11.5","33.88103644",12,71000,"Tampa",113.468,4,248,3,0,0,2,2,3,0,226,13,"D",0,71000,86428,47781,64.39807,12,358,37500,0,0,0,0,33.88103644,26.2582322203263,2980.16180773434,11.0896546829394,0,0,0.088717237463515,0,0.0591448249756767,1
"1061","1271564","The Acreage CDP, Florida",37672,8.3,5547,7.5,866,"0.3",6387,"14.3",24462,"7.2","18.10686539",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,71564,8166,6612,55.25782,12,NA,0,0,0,0,0,18.10686539,14.7244637927373,NA,0,0,0,0,0,0,0
"1063","1271569","The Hammocks CDP, Florida",54707,11.6,3146,9.5,1483,"15.8",41978,"12.2",7698,"6.6","31.21810093",12,71569,"The Hammocks",7.867,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,71569,9933,7511,56.94222,12,NA,0,0,0,0,0,31.21810093,5.75063520207652,6953.98500063557,0,0,0,0,0,0,0
"1065","1271625","The Villages CDP, Florida",61000,4.7,230,0,467,"0",1114,"8.6",59031,"4.7","35.72882469",12,71625,"The Villages",6.007,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,71625,11558,23079,33.36894,12,NA,0,0,0,0,0,35.72882469,0.377049180327869,10154.819377393,0,0,0,0,0,0,0
"1074","1271900","Titusville city, Florida",43551,19.2,7177,32.4,988,"21.5",2751,"31",31803,"15.2","20.7816848",12,71900,"Titusville",29.135,0,0,1,0,0,1,1,0,0,NA,0,"R",0,71900,10125,12529,44.69409,12,NA,0,0,0,0,0,20.7816848,16.4795297467337,1494.80006864596,0,1,0,0.229615852678469,0,0.229615852678469,0
"1075","1272145","Town 'n' Country CDP, Florida",81850,14.3,6454,20,3047,"14",38054,"18.7",33942,"9.5","24.95872365",12,72145,"Town 'n' Country",22.112,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,72145,16051,11547,58.16001,12,NA,0,0,0,0,0,24.95872365,7.88515577275504,3701.60998552822,0,0,0,0,0,0,0
"1083","1273163","University CDP (Hillsborough County), Florida",40697,43.9,12820,46.4,1777,"36.2",12867,"47",13098,"38.8","19.9529996",12,73163,"University",3.755,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,73163,7938,2283,77.66363,12,361,30000,0,0,0,0,19.9529996,31.5010934466914,10838.0825565912,73.7155072855493,0,0,0,0,0,0
"1088","1273700","Valrico CDP, Florida",36234,8.6,3635,12.6,1013,"0",5987,"8.6",24709,"8.8","32.34806518",12,73700,"Valrico",5.434,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,73700,5440,9093,37.43205,12,NA,0,0,0,0,0,32.34806518,10.0320141303748,6668.01619433198,0,0,0,0,0,0,0
"1125","1275812","Wellington village, Florida",58960,7.1,7432,11.3,2366,"14.7",11232,"6.8",36863,"5.9","42.87041338",12,75812,"Wellington",44.529,0,0,0,0,0,0,0,0,0,NA,0,"R",0,75812,13284,10934,54.85176,12,NA,0,0,0,0,0,42.87041338,12.6051560379919,1324.08093601922,0,1,0,0,0,0,0
"1126","1275875","Wesley Chapel CDP, Florida",46532,6.9,5175,10.3,2830,"4.6",9181,"5.7",27549,"6.6","37.48507364",12,75875,"Wesley Chapel",6.834,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,75875,9365,9310,50.14726,12,NA,0,0,0,0,0,37.48507364,11.1213788360698,6808.89669300556,0,0,0,0,0,0,0
"1135","1276487","West Little River CDP, Florida",30801,23.1,16542,20.1,95,"10.5",14565,"25.4",540,"37.4","10.54526986",12,76487,"West Little River",4.559,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,76487,10164,1108,90.17033,12,NA,0,0,0,0,0,10.54526986,53.7060485049187,6756.08686115376,0,0,0,0,0,0,0
"1138","1276582","Weston city, Florida",67460,7.8,2996,7.3,2888,"11.8",32232,"9.3",28829,"5.2","57.88946163",12,76582,"Weston",25.165,0,0,0,0,0,0,0,0,0,NA,0,"D",0,76582,13916,10174,57.76671,12,NA,0,0,0,0,0,57.88946163,4.44115031129558,2680.70733161137,0,0,0,0,0,0,0
"1139","1276600","West Palm Beach city, Florida",99511,20.2,31332,24.2,2503,"16.1",23888,"28.1",40819,"12.3","31.37057118",12,76600,"West Palm Beach",55.383,1,50,4,1,1,3,4,1,0,NA,0,"D",0,76600,27077,10849,71.39429,12,NA,0,0,0,0,0,31.37057118,31.4859663755766,1796.77879493707,0,0,0.100491402960477,0.401965611841907,0.100491402960477,0.401965611841907,1
"1164","1278250","Winter Garden city, Florida",36173,9.1,6202,10.8,1431,"0",8657,"22.9",19142,"4.3","36.03426124",12,78250,"Winter Garden",14.323,0,0,1,1,0,0,0,0,0,NA,0,"R",0,78250,4358,4207,50.88149,12,NA,0,0,0,0,0,36.03426124,17.1453846791806,2525.51839698387,0,1,0.276449285378597,0.276449285378597,0,0,0
"1165","1278275","Winter Haven city, Florida",34561,20.9,9755,37.6,662,"43.8",4729,"28.6",19013,"10.7","16.93995911",12,78275,"Winter Haven",31.238,0,0,0,0,0,0,0,0,0,230,2,"D",1,78275,9110,8903,50.57459,12,368,15000,0,0,0,0,16.93995911,28.2254564393391,1106.3768487099,43.4015219467029,0,0,0,0,0,0
"1167","1278325","Winter Springs city, Florida",33612,10.9,1882,12.1,726,"22.3",6882,"24.4",23667,"6.5","35.50815558",12,78325,"Winter Springs",14.649,0,0,0,0,0,0,0,0,0,NA,0,"R",0,78325,6929,8793,44.072,12,NA,0,0,0,0,0,35.50815558,5.5991907652029,2294.49109154209,0,1,0,0,0,0,0
"1192","128696","Gadsden city, Alabama",35488,30.8,12839,38.6,338,"11.8",1723,"52",19699,"23","15.38145178",1,28696,"Gadsden",37.019,0,0,0,0,0,0,0,0,0,7,5,"D",0,28696,7043,10921,39.20619,1,14,7500,1,1,1,0,15.38145178,36.1784265103697,958.642859072368,21.1339044183949,0,0,0,0,0,0
"1214","1301052","Albany city, Georgia",73654,35.6,52079,43,675,"23.1",1881,"45.7",17852,"14.6","17.01593178",13,1052,"Albany",55.107,0,0,0,0,0,0,0,0,0,232,4,"D",1,NA,NA,NA,NA,NA,370,10000,1,1,1,0,17.01593178,70.7076329866674,1336.56341299653,13.5769951394357,0,0,0,0,0,0
"1220","1301696","Alpharetta city, Georgia",60753,5.1,6482,12.9,9161,"2.2",4939,"6.7",38322,"4.2","62.43173252",13,1696,"Alpharetta",26.911,0,0,1,0,0,0,0,0,0,NA,0,"R",0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,62.43173252,10.6694319622076,2257.55267362788,0,1,0,0.164600925057199,0,0,0
"1234","1303440","Athens-Clarke County unified government (balance), Georgia",107933,36,29880,37.8,4278,"38.8",12139,"45.3",59556,"33.5","39.79698703",13,3440,"Athens-Clarke County unified government (balance)",116.357,1,30,0,0,0,0,0,0,0,234,9,"D",0,NA,NA,NA,NA,NA,372,32500,0,0,0,0,39.79698703,27.6838409012999,927.602121058467,30.1112727340109,0,0,0,0,0,1
"1235","1304000","Atlanta city, Georgia",412162,25.2,221102,35.8,13048,"25",22319,"32",150249,"9.1","47.78059507",13,4000,"Atlanta",133.094,15,1722,4,1,0,0,0,4,1,235,12,"D",1,NA,NA,NA,NA,NA,373,67500,3,1,1,1,47.78059507,53.6444407781406,3096.77370880731,16.3770556237596,0,0.024262304627792,0.0970492185111679,0,0,1
"1238","1304204","Augusta-Richmond County consolidated government (balance), Georgia",188115,25.7,104019,31.3,3123,"6.9",8068,"29.9",68677,"16.9","20.60164687",13,4204,"Augusta-Richmond County consolidated government (balance)",302.412,0,0,2,0,0,2,2,1,0,236,13,"D",1,NA,NA,NA,NA,NA,374,3000,1,1,0,0,20.60164687,55.2954309863647,622.04872822507,1.5947691571645,0,0,0.106317943810967,0,0.106317943810967,0
"1287","1310944","Brookhaven city, Georgia",49229,16.7,4491,22.3,2495,"16.1",13290,"36.8",27743,"6","57.93856035",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,"D",0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,57.93856035,9.12267159601048,NA,0,0,0,0,0,0,0
"1347","1319000","Columbus city, Georgia",186922,20.2,85264,28.8,4292,"11.4",12558,"20.8",79331,"11.2","24.26692222",13,19000,"Columbus",216.385,0,0,3,2,2,0,2,0,0,242,13,"D",0,NA,NA,NA,NA,NA,381,10000,0,0,0,0,24.26692222,45.6147483977274,863.839914966379,5.34982506072051,0,0.10699650121441,0.160494751821615,0.10699650121441,0.10699650121441,0
"1372","1321380","Dalton city, Georgia",32693,26.8,2914,39.5,909,"18.2",15338,"34",13373,"15.5","18.63729457",13,21380,"Dalton",20.377,0,0,0,0,0,0,0,0,0,NA,0,"R",0,NA,NA,NA,NA,NA,383,7500,0,0,0,0,18.63729457,8.91322301410088,1604.40692938117,22.940690667727,1,0,0,0,0,0
"1400","1323900","Douglasville city, Georgia",30691,18.6,18295,22.3,800,"6.8",1985,"23.3",9514,"8.7","28.59687729",13,23900,"Douglasville",22.462,0,0,0,0,0,0,0,0,0,NA,0,"D",1,NA,NA,NA,NA,NA,NA,0,0,0,0,0,28.59687729,59.6103092111694,1366.35206125902,0,0,0,0,0,0,0
"1407","1324768","Dunwoody city, Georgia",47160,10.3,5208,21.1,6306,"5.8",4608,"45.6",30317,"5.3","66.44062643",13,24768,"Dunwoody",11.999,0,0,0,0,0,0,0,0,0,NA,0,"NP",0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,66.44062643,11.0432569974555,3930.32752729394,0,0,0,0,0,0,0
"1418","1325720","East Point city, Georgia",34538,27.1,26245,26.7,411,"1.5",4420,"44",3728,"15.2","25.09024466",13,25720,"East Point",14.571,0,0,2,1,1,1,2,0,0,NA,0,"D",1,NA,NA,NA,NA,NA,NA,0,0,0,1,0,25.09024466,75.988765996873,2370.32461739071,0,0,0.289536163066767,0.579072326133534,0.289536163066767,0.579072326133534,0
"1436","1328044","Evans CDP, Georgia",32372,3.5,4556,5.5,2142,"7.3",1049,"0",24239,"3","44.76378142",13,28044,"Evans",9.957,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,44.76378142,14.0738910169282,3251.18007431957,0,0,0,0,0,0,0
"1461","1331908","Gainesville city, Georgia",33134,28.1,5439,38.4,1331,"15",13737,"36",12548,"17.1","24.47257384",13,31908,"Gainesville",31.664,0,0,0,0,0,0,0,0,0,250,1,"R",0,NA,NA,NA,NA,NA,390,2500,0,0,0,0,24.47257384,16.4151626727832,1046.42496210207,7.54511981650269,1,0,0,0,0,0
"1518","1338964","Hinesville city, Georgia",33782,16.5,15280,24.6,917,"8.9",4474,"12.2",11952,"9.6","20.62503245",13,38964,"Hinesville",20.469,0,0,0,0,0,0,0,0,0,NA,0,"R",0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,20.62503245,45.2311882067373,1650.39816307587,0,1,0,0,0,0,0
"1550","1342425","Johns Creek city, Georgia",80876,4.6,8853,2.6,18200,"8.2",4445,"10.8",47077,"3","63.81536913",13,42425,"Johns Creek",30.701,0,0,0,0,0,0,0,0,0,NA,0,"R",0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,63.81536913,10.9463870616747,2634.31158594183,0,1,0,0,0,0,0
"1553","1343192","Kennesaw city, Georgia",30865,13.4,7544,21.2,1437,"6.8",4133,"20.8",17041,"8.4","38.11277559",13,43192,"Kennesaw",9.439,0,0,0,0,0,0,0,0,0,NA,0,"R",0,NA,NA,NA,NA,NA,393,30000,0,0,0,0,38.11277559,24.4419245099627,3269.94384998411,97.1974728657055,1,0,0,0,0,0
"1597","1348288","Mableton CDP, Georgia",40465,17.6,17826,21.2,871,"4.8",6825,"29.6",14631,"9","34.73709068",13,48288,"Mableton",20.571,0,0,1,0,0,1,1,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,34.73709068,44.0528852094403,1967.08959214428,0,0,0,0.247127146917089,0,0.247127146917089,0
"1601","1349008","Macon-Bibb County, Georgia",148348,26.6,78117,38.1,2435,"20.2",4682,"43.8",60516,"10.6","24.02931011",NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,0,"D",0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,24.02931011,52.6579394396959,NA,0,0,0,0,0,0,0
"1607","1349756","Marietta city, Georgia",53898,21.3,17438,26.6,1733,"5.5",10319,"36.5",24034,"12.3","37.78676715",13,49756,"Marietta",23.071,0,0,1,0,0,0,0,0,0,259,2,"R",0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,37.78676715,32.3537051467587,2336.17961943565,0,1,0,0.185535641396712,0,0,0
"1611","1350036","Martinez CDP, Georgia",36066,9.3,5302,13.2,2008,"10.6",1065,"20.8",26866,"7.6","33.53729604",13,50036,"Martinez",12.549,0,0,0,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,33.53729604,14.7008262629623,2874.01386564667,0,0,0,0,0,0,0
"1628","1351670","Milton city, Georgia",34874,4.9,3609,7.7,3403,"4.2",2649,"18.5",24971,"2.7","66.80958274",13,51670,"Milton",38.519,0,0,0,0,0,0,0,0,0,NA,0,"R",0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,66.80958274,10.3486838332282,905.371375165503,0,1,0,0,0,0,0
"1657","1355020","Newnan city, Georgia",33944,22,9618,36.2,848,"16.6",3930,"34.2",18983,"13.6","30.29235816",13,55020,"Newnan",18.301,0,0,0,0,0,0,0,0,0,NA,0,"I",0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,30.29235816,28.3349045486684,1854.76203486148,0,0,0,0,0,0,0
